program,params,maxmem
bm_so_sieve.rb,4000,286109696,319168512,320663552,39649280
bm_socket_transfer_1mb.rb,10000,166195200,184385536,177373184,8675328
bm_socket_transfer_1mb.rb,1000000,178483200,191959040,183332864,13746176
bm_socket_transfer_1mb_noblock.rb,10000,162705408,185630720,183209984,8736768
bm_socket_transfer_1mb_noblock.rb,1000000,175124480,195141632,188850176,14073856
bm_spectral_norm.rb,100,195710976,213671936,204357632,8032256
bm_sum_file.rb,100,309264384,320188416,326733824,7929856
bm_word_anagrams.rb,1,367276032,347242496,346324992,100212736
bm_write_large.rb,100,128782336,179150848,176345088,12115968
bm_app_factorial.rb,5000,,,,40935424
bm_fiber_ring.rb,1000,,,,44363776
bm_gc_mb.rb,3000000,,,,522735616
bm_mbari_bogus1.rb,1,,,,19345408
bm_primes.rb,3000000,,,,71032832
bm_so_exception.rb,500000,,,,13766656
bm_string_concat.rb,10000000,,,,1809670144
bm_rdoc_against_itself_darkfish.rb,1,,,,73396224
bm_rdoc_against_itself_ri.rb,1,,,,111288320
