program,params,avgmem
bm_so_sieve.rb,4000,242715033,318198579,316624896,35478732
bm_socket_transfer_1mb.rb,10000,159893913,181561753,175728230,8667955
bm_socket_transfer_1mb.rb,1000000,173998080,188462694,181275033,11739136
bm_socket_transfer_1mb_noblock.rb,10000,156255846,182665216,182701260,8728576
bm_socket_transfer_1mb_noblock.rb,1000000,171002265,192559513,186698137,12238028
bm_spectral_norm.rb,100,177999052,200587673,190814617,8030617
bm_sum_file.rb,100,281854771,296083456,297006694,7929856
bm_word_anagrams.rb,1,332442009,334491648,331625267,72113356
bm_write_large.rb,100,126613094,175902720,172103270,10360422
bm_app_factorial.rb,5000,,,,30266163
bm_fiber_ring.rb,1000,,,,30913331
bm_gc_mb.rb,3000000,,,,447311052
bm_mbari_bogus1.rb,1,,,,15074918
bm_primes.rb,3000000,,,,71032832
bm_so_exception.rb,500000,,,,13760102
bm_string_concat.rb,10000000,,,,1089082982
bm_rdoc_against_itself_darkfish.rb,1,,,,66477260
bm_rdoc_against_itself_ri.rb,1,,,,91548057
